dataset,feature,type,missing_count,missing_pct,unique_count,min,max,mean,top_value,top_value_freq
A,serverhello_present,bool,0,0.0,2,0.0,1.0,0.07837582625118036,False,1952.0
A,sni_present,bool,0,0.0,2,0.0,1.0,0.059490084985835696,False,1992.0
A,alpn_value,object,1954,0.9226,3,,,,,93.0
A,sequence_directions,object,0,0.0,-1,,,,,
A,sequence_tcp_flags,object,0,0.0,-1,,,,,
A,sequence_relative_times,object,0,0.0,-1,,,,,
A,sequence_packet_lengths,object,0,0.0,-1,,,,,
B,model_safe_index,int64,0,0.0,160,2.0,2432.0,1495.5,,
B,label,object,0,0.0,2,,,,MALICIOUS,156.0
B,ja3_hash,object,0,0.0,41,,,,72a589da586844d7f0818ce684948eea,26.0
C,model_safe_index,int64,0,0.0,160,2.0,2432.0,1495.5,,
C,label,object,0,0.0,2,,,,MALICIOUS,156.0
C,ja4,object,0,0.0,36,,,,t12n190700_d83cc789557e_86f5337e7f36,26.0
D,model_safe_index,int64,0,0.0,160,2.0,2432.0,1495.5,,
D,label,object,0,0.0,2,,,,MALICIOUS,156.0
D,ja3_hash,object,0,0.0,41,,,,72a589da586844d7f0818ce684948eea,26.0
D,byte_count_asymmetry,float64,0,0.0,144,-0.9975519084083975,0.9863611960074594,-0.36944018383764204,,
D,fwd_packet_length_mean,float64,0,0.0,142,40.47186495176849,1431.808120733022,292.36695002099555,,
D,forward_bytes,int64,0,0.0,142,396.0,4193190.0,83454.35,,
D,number_of_bursts,int64,0,0.0,8,1.0,155.0,3.51875,,
D,mean_burst_size,float64,0,0.0,78,3.1052631578947367,9737.666666666666,200.20464647000568,,
D,reverse_bytes,int64,0,0.0,129,281.0,41081284.0,432855.80625,,
D,forward_packet_ratio,float64,0,0.0,86,0.04258378119330435,0.8163684364916398,0.47455740321518924,,
D,packet_length_std,float64,0,0.0,144,56.639071099374505,2852.631079901579,528.4111165115246,,
D,fwd_iat_p25,float64,0,0.0,153,0.0,0.21083807945251465,0.006171849742531777,,
D,packet_length_p95,float64,0,0.0,34,41.0,7228.4,1361.0640625,,
D,rev_iat_p90,float64,0,0.0,160,1.3113021850585938e-05,33.626031041145325,1.4382158492505552,,
D,packet_length_min,float64,0,0.0,2,40.0,52.0,40.075,,
D,maximum_idle_gap,float64,52,0.325,108,1.2179839611053467,112.86465978622437,51.10229893525442,,
D,idle_gap_count,int64,0,0.0,8,0.0,154.0,2.51875,,
D,rev_iat_p25,float64,0,0.0,145,0.0,15.214626967906952,0.11158975176513194,,
D,fwd_iat_median,float64,0,0.0,155,4.0531158447265625e-06,4.8813700675964355,0.07532618716359138,,
D,fwd_packet_length_p90,float64,0,0.0,102,40.0,1500.0,579.31375,,
D,rev_iat_p75,float64,0,0.0,160,6.9141387939453125e-06,19.48442256450653,0.3968490961939096,,
D,rev_iat_std,float64,0,0.0,160,0.0024338268658981336,28.276058223594067,1.5311822367655064,,
D,packet_length_max,float64,0,0.0,16,189.0,16338.0,1580.15,,
D,reverse_packets,int64,0,0.0,58,3.0,27969.0,332.38125,,
D,iat_median,float64,0,0.0,156,1.9073486328125e-06,0.18027806282043457,0.01172356903553009,,
D,rev_packet_length_std,float64,0,0.0,130,27.198394720763297,3519.015648474934,518.9689657143857,,
D,rev_packet_length_p95,float64,0,0.0,34,40.0,10634.6,1338.8365625,,
D,rev_iat_min,float64,0,0.0,76,0.0,0.16385293006896973,0.0021842584013938905,,
D,fwd_packet_length_max,float64,0,0.0,73,165.0,1500.0,950.40625,,
D,iat_std,float64,0,0.0,160,0.006163751508917593,26.597929641673446,6.992684076958488,,
D,fwd_iat_p75,float64,0,0.0,159,7.152557373046875e-06,19.48364406824112,0.5336670853197575,,
D,corpus_sample_id,object,0,0.0,11,,,,DS008-C003,41.0
D,packet_length_p90,float64,0,0.0,61,41.0,3007.6000000000004,1214.6581250000002,,
D,rev_iat_max,float64,0,0.0,160,0.037927865982055664,90.01611518859863,5.420394372940064,,
D,bytes_per_second,float64,0,0.0,160,10.1325413379601,4089597.6484623533,65181.17913993322,,
D,malware_family,object,0,0.0,11,,,,Lumma Stealer / SectopRAT / ArechClient2,41.0
D,rev_packet_length_mean,float64,0,0.0,129,41.525,1931.811320754717,609.5088357899458,,
D,fwd_packet_length_p25,float64,0,0.0,13,40.0,1500.0,130.4625,,
D,maximum_burst_size,float64,0,0.0,65,7.0,26831.0,423.75625,,
D,rev_packet_length_min,float64,0,0.0,2,40.0,52.0,40.225,,
D,reverse_byte_ratio,float64,0,0.0,144,0.006819401996270266,0.9987759542041987,0.684720091918821,,
D,packet_length_mean,float64,0,0.0,144,49.21694915254237,1407.9906548454455,511.1014296894773,,
D,fwd_iat_p95,float64,0,0.0,160,0.0013953685760498026,76.93368582725518,16.23710458420215,,
D,rev_packet_length_p75,float64,0,0.0,68,40.0,2362.0,926.721875,,
D,fwd_iat_min,float64,0,0.0,93,0.0,0.01009511947631836,0.0003131374716758728,,
D,iat_mean,float64,0,0.0,160,0.00034429764855353615,6.875495821237564,1.745402714471815,,
D,rev_iat_p95,float64,0,0.0,160,0.0002880096435546875,54.02154817581174,2.964487036690115,,
D,rev_packet_length_max,float64,0,0.0,16,155.0,16338.0,1561.49375,,
D,total_packets,int64,0,0.0,68,8.0,29213.0,449.03125,,
D,rev_iat_mean,float64,0,0.0,160,0.00026526605343882927,14.04591473644855,0.7191034087739028,,
D,iat_min,float64,0,0.0,49,0.0,0.0003800392150878906,1.5664100646972657e-05,,
D,iat_p90,float64,0,0.0,160,3.0994415283203125e-05,19.312942028045654,0.8684308746457102,,
D,rev_packet_length_p90,float64,0,0.0,40,40.0,7109.400000000002,1243.1231249999998,,
D,fwd_iat_max,float64,0,0.0,160,0.04320216178894043,112.86465978622437,31.80844575762749,,
D,iat_p75,float64,0,0.0,159,8.106231689453125e-06,15.0803142786026,0.15764868147671224,,
D,iat_max,float64,0,0.0,160,0.04287910461425781,112.86465978622437,34.55462064146995,,
D,packet_length_median,float64,0,0.0,56,40.0,1500.0,337.015625,,
D,fwd_packet_length_min,float64,0,0.0,2,40.0,52.0,40.075,,
D,packets_per_second,float64,0,0.0,160,0.15453430961561604,2904.5630625377034,67.52039250803406,,
D,forward_packets,int64,0,0.0,51,4.0,4464.0,116.65,,
D,rev_packet_length_p25,float64,0,0.0,40,40.0,1500.0,222.20625,,
D,fwd_iat_mean,float64,0,0.0,160,0.0014520922092476276,15.715419019971575,3.2551884230117265,,
D,iat_p95,float64,0,0.0,160,0.00024567842483520444,42.30769801139831,5.466719089895473,,
D,fwd_packet_length_std,float64,0,0.0,142,8.813082904637445,688.5268823705532,273.2561040458821,,
D,fwd_packet_length_p75,float64,0,0.0,86,40.0,1500.0,335.1515625,,
D,packet_length_p25,float64,0,0.0,16,40.0,1500.0,129.91875,,
D,fwd_packet_length_p95,float64,0,0.0,107,40.0,1500.0,727.1103124999997,,
D,flow_duration,float64,0,0.0,160,0.12458205223083496,1432.908045053482,56.248964709043506,,
D,iat_p25,float64,0,0.0,142,0.0,0.03868675231933594,0.0005816876888275147,,
D,reverse_packet_ratio,float64,0,0.0,86,0.1836315635083602,0.9574162188066957,0.5254425967848108,,
D,fwd_iat_std,float64,0,0.0,160,0.014076506093890138,38.446133648372125,8.977989479357534,,
D,fwd_packet_length_median,float64,0,0.0,33,40.0,1500.0,191.4625,,
D,fwd_iat_p90,float64,0,0.0,160,0.00024700164794921875,45.00187611579895,5.889412350803612,,
D,rev_packet_length_median,float64,0,0.0,73,40.0,1500.0,497.028125,,
D,total_bytes,int64,0,0.0,144,677.0,41131631.0,516310.15625,,
